product_id,brand,category_l1,purchases,total_revenue,cum_revenue,cum_revenue_pct,product_rank,product_pct
1005119,apple,electronics,19.0,19366.84,3857278.27,52.01,61,0.95
1002547,apple,electronics,39.0,18503.02,3875781.29,52.26,62,0.96
1004739,xiaomi,electronics,95.0,18380.7,3894161.99,52.5,63,0.98
1005126,apple,electronics,13.0,18137.38,3912299.37,52.75,64,0.99
1005143,apple,electronics,12.0,18075.47,3930374.8400000003,52.99,65,1.01
4804718,apple,electronics,50.0,17473.34,3947848.18,53.23,66,1.02
1005130,apple,electronics,11.0,17148.38,3964996.56,53.46,67,1.04
3600661,samsung,appliances,57.0,17128.38,3982124.94,53.69,68,1.05
1004858,samsung,electronics,130.0,16938.99,3999063.93,53.92,69,1.07
4804055,apple,electronics,86.0,16867.75,4015931.68,54.15,70,1.08
1005107,apple,electronics,16.0,16562.97,4032494.6500000004,54.37,71,1.1
1004565,huawei,electronics,98.0,16358.54,4048853.1900000004,54.59,72,1.12
1004766,samsung,electronics,62.0,15371.59,4064224.7800000003,54.8,73,1.13
1005137,apple,electronics,10.0,15262.65,4079487.43,55.0,74,1.15
1801849,samsung,electronics,24.0,15165.86,4094653.29,55.21,75,1.16
1005140,apple,electronics,10.0,14641.29,4109294.58,55.4,76,1.18
1005074,samsung,electronics,12.0,14314.02,4123608.6,55.6,77,1.19
1004875,samsung,electronics,38.0,14233.0,4137841.6,55.79,78,1.21
1005239,xiaomi,electronics,53.0,14103.19,4151944.79,55.98,79,1.22
1307073,acer,computers,20.0,13834.42,4165779.21,56.17,80,1.24
1004653,samsung,electronics,23.0,13821.44,4179600.65,56.35,81,1.26
1005161,xiaomi,electronics,65.0,13698.03,4193298.6799999997,56.54,82,1.27
1005113,apple,electronics,13.0,13567.65,4206866.33,56.72,83,1.29
1004229,apple,electronics,12.0,13551.92,4220418.25,56.9,84,1.3
1005138,apple,electronics,8.0,13496.82,4233915.07,57.08,85,1.32
1005205,oppo,electronics,56.0,13266.66,4247181.73,57.26,86,1.33
1003311,apple,electronics,18.0,12883.88,4260065.61,57.44,87,1.35
1004247,apple,electronics,16.0,12868.73,4272934.340000001,57.61,88,1.36
1801805,artel,electronics,53.0,12720.48,4285654.820000001,57.78,89,1.38
1005122,apple,electronics,12.0,12349.05,4298003.870000001,57.95,90,1.39
1004238,apple,electronics,10.0,12200.22,4310204.090000001,58.11,91,1.41
1005136,apple,electronics,6.0,12197.01,4322401.100000001,58.28,92,1.43
1801766,artel,electronics,76.0,11529.53,4333930.630000001,58.43,93,1.44
1004872,samsung,electronics,40.0,11512.04,4345442.670000001,58.59,94,1.46
3601244,lg,appliances,31.0,11371.59,4356814.260000001,58.74,95,1.47
1005169,samsung,electronics,54.0,11306.38,4368120.640000001,58.89,96,1.49
1005238,oppo,electronics,36.0,10919.47,4379040.11,59.04,97,1.5
1004781,huawei,electronics,41.0,10865.05,4389905.16,59.19,98,1.52
1005072,samsung,electronics,11.0,10722.9,4400628.0600000005,59.33,99,1.53
1307074,acer,computers,14.0,10647.7,4411275.760000001,59.48,100,1.55
1005159,xiaomi,electronics,49.0,10216.59,4421492.350000001,59.61,101,1.57
1005182,samsung,electronics,10.0,10190.44,4431682.790000001,59.75,102,1.58
1005145,apple,electronics,5.0,10082.04,4441764.830000001,59.89,103,1.6
1005125,apple,electronics,5.0,9778.75,4451543.580000001,60.02,104,1.61
1307310,acer,computers,34.0,9722.32,4461265.900000001,60.15,105,1.63
1004834,samsung,electronics,56.0,9689.05,4470954.950000001,60.28,106,1.64
1003318,apple,electronics,9.0,9682.64,4480637.590000001,60.41,107,1.66
5100577,samsung,electronics,33.0,9656.96,4490294.550000001,60.54,108,1.67
1801901,samsung,electronics,15.0,9639.22,4499933.7700000005,60.67,109,1.69
3600666,samsung,appliances,30.0,9631.88,4509565.65,60.8,110,1.7
1002528,apple,electronics,17.0,9601.22,4519166.87,60.93,111,1.72
1005117,apple,electronics,8.0,9505.85,4528672.72,61.06,112,1.74
1005133,apple,electronics,6.0,9426.87,4538099.59,61.19,113,1.75
5100566,apple,electronics,20.0,9417.46,4547517.05,61.31,114,1.77
1004795,xiaomi,electronics,41.0,9314.71,4556831.76,61.44,115,1.78
1005102,xiaomi,electronics,21.0,9204.9,4566036.66,61.56,116,1.8
1307341,asus,computers,15.0,9034.59,4575071.25,61.68,117,1.81
1801739,samsung,electronics,30.0,8970.25,4584041.5,61.8,118,1.83
1004259,apple,electronics,11.0,8932.68,4592974.18,61.93,119,1.84
1801623,lg,electronics,23.0,8924.26,4601898.4399999995,62.05,120,1.86
1005221,xiaomi,electronics,31.0,8878.14,4610776.579999999,62.17,121,1.88
1801882,samsung,electronics,20.0,8851.63,4619628.209999999,62.28,122,1.89
1306359,acer,computers,14.0,8837.89,4628466.099999999,62.4,123,1.91
1004661,samsung,electronics,10.0,8831.1,4637297.199999998,62.52,124,1.92
1005179,samsung,electronics,10.0,8748.74,4646045.939999999,62.64,125,1.94
1306650,acer,computers,20.0,8748.59,4654794.529999998,62.76,126,1.95
1002525,apple,electronics,12.0,8645.02,4663439.549999998,62.88,127,1.97
1002536,apple,electronics,15.0,8634.48,4672074.029999998,62.99,128,1.98
1004240,apple,electronics,8.0,8494.59,4680568.619999998,63.11,129,2.0
1003319,apple,electronics,8.0,8427.64,4688996.259999998,63.22,130,2.01
5100337,apple,electronics,25.0,8270.78,4697267.039999998,63.33,131,2.03
1005212,samsung,electronics,45.0,8131.52,4705398.559999998,63.44,132,2.05
1004792,xiaomi,electronics,17.0,8118.55,4713517.109999998,63.55,133,2.06
1306986,asus,computers,9.0,8101.35,4721618.459999997,63.66,134,2.08
1005098,samsung,electronics,58.0,8064.48,4729682.939999998,63.77,135,2.09
1004839,oppo,electronics,47.0,7877.31,4737560.249999997,63.87,136,2.11
1005109,apple,electronics,8.0,7857.72,4745417.969999997,63.98,137,2.12
1002634,apple,electronics,20.0,7722.84,4753140.809999997,64.08,138,2.14
1802024,samsung,electronics,3.0,7721.37,4760862.179999997,64.19,139,2.15
1004835,samsung,electronics,34.0,7719.05,4768581.229999997,64.29,140,2.17
1004708,huawei,electronics,50.0,7692.71,4776273.939999997,64.4,141,2.19
1004874,samsung,electronics,21.0,7683.52,4783957.459999996,64.5,142,2.2
1004857,samsung,electronics,59.0,7638.92,4791596.379999996,64.6,143,2.22
1002540,apple,electronics,16.0,7631.97,4799228.349999996,64.71,144,2.23
1004252,apple,electronics,10.0,7630.1,4806858.4499999955,64.81,145,2.25
1004209,samsung,electronics,84.0,7477.59,4814336.039999995,64.91,146,2.26
1307076,asus,computers,11.0,7459.59,4821795.629999995,65.01,147,2.28
1004958,xiaomi,electronics,22.0,7402.93,4829198.559999995,65.11,148,2.29
1003801,apple,electronics,11.0,7336.42,4836534.979999995,65.21,149,2.31
1004871,samsung,electronics,26.0,7336.21,4843871.189999995,65.31,150,2.32
1005217,xiaomi,electronics,48.0,7333.97,4851205.159999995,65.41,151,2.34
3601489,samsung,appliances,15.0,7244.12,4858449.279999995,65.5,152,2.36
1304409,apple,computers,5.0,7219.8,4865669.0799999945,65.6,153,2.37
1004957,xiaomi,electronics,21.0,7136.72,4872805.799999994,65.7,154,2.39
4100126,sony,unknown,21.0,7080.69,4879886.489999995,65.79,155,2.4
1307067,lenovo,computers,28.0,7075.19,4886961.679999995,65.89,156,2.42
5100572,apple,electronics,16.0,7029.07,4893990.749999995,65.98,157,2.43
1005184,samsung,electronics,7.0,6999.46,4900990.209999995,66.08,158,2.45
3600163,indesit,appliances,38.0,6967.6,4907957.809999995,66.17,159,2.46
1005204,xiaomi,electronics,47.0,6914.56,4914872.3699999945,66.27,160,2.48
1801555,lg,electronics,15.0,6869.9,4921742.269999995,66.36,161,2.49
1005003,huawei,electronics,28.0,6756.7,4928498.969999995,66.45,162,2.51
5100562,apple,electronics,22.0,6747.6,4935246.569999995,66.54,163,2.53
1004863,samsung,electronics,39.0,6731.39,4941977.959999994,66.63,164,2.54
1801899,samsung,electronics,9.0,6698.16,4948676.1199999945,66.72,165,2.56
1005015,samsung,electronics,12.0,6660.21,4955336.3299999945,66.81,166,2.57
1005252,oppo,electronics,22.0,6630.35,4961966.679999994,66.9,167,2.59
1004840,huawei,electronics,7.0,6496.46,4968463.139999994,66.99,168,2.6
5100852,apple,electronics,12.0,6493.4,4974956.539999994,67.08,169,2.62
1003712,samsung,electronics,9.0,6426.78,4981383.319999995,67.16,170,2.63
1005101,xiaomi,electronics,15.0,6418.91,4987802.229999995,67.25,171,2.65
3601485,lg,appliances,20.0,6323.87,4994126.099999995,67.33,172,2.67
1002545,apple,electronics,10.0,6299.85,5000425.949999995,67.42,173,2.68
1004566,huawei,electronics,37.0,6175.32,5006601.269999995,67.5,174,2.7
1307136,acer,computers,12.0,6171.24,5012772.509999995,67.59,175,2.71
26300084,lucente,unknown,12.0,6122.16,5018894.669999995,67.67,176,2.73
1005183,samsung,electronics,6.0,6073.08,5024967.749999995,67.75,177,2.74
5100816,xiaomi,unknown,204.0,6055.97,5031023.719999995,67.83,178,2.76
1005142,apple,electronics,3.0,6051.58,5037075.299999995,67.91,179,2.77
3601524,samsung,appliances,15.0,5984.25,5043059.549999995,67.99,180,2.79
1802005,lg,electronics,13.0,5815.5,5048875.049999995,68.07,181,2.8
1002531,apple,electronics,8.0,5788.62,5054663.669999995,68.15,182,2.82
1005253,xiaomi,electronics,20.0,5755.3,5060418.969999995,68.23,183,2.84
3601448,lg,appliances,13.0,5666.82,5066085.789999995,68.3,184,2.85
1004849,huawei,electronics,6.0,5661.04,5071746.829999995,68.38,185,2.87
4100129,sony,unknown,12.0,5631.03,5077377.859999996,68.46,186,2.88
1004356,apple,electronics,4.0,5610.7,5082988.559999996,68.53,187,2.9
1004230,apple,electronics,5.0,5563.9,5088552.459999996,68.61,188,2.91
1307344,asus,computers,10.0,5405.3,5093957.759999996,68.68,189,2.93
1005235,oppo,electronics,12.0,5301.71,5099259.469999996,68.75,190,2.94
1005110,apple,electronics,5.0,5237.79,5104497.259999996,68.82,191,2.96
1307187,acer,computers,6.0,5233.72,5109730.979999996,68.89,192,2.98
3601343,samsung,appliances,12.0,5228.06,5114959.039999995,68.96,193,2.99
14300248,yamaha,unknown,5.0,5208.05,5120167.089999995,69.03,194,3.01
1005071,samsung,electronics,5.0,5158.89,5125325.979999995,69.1,195,3.02
1005068,samsung,electronics,5.0,5131.28,5130457.259999995,69.17,196,3.04
1801704,samsung,electronics,12.0,5099.46,5135556.719999995,69.24,197,3.05
26300094,lucente,unknown,9.0,5084.8,5140641.519999995,69.31,198,3.07
1307410,dell,computers,3.0,5050.26,5145691.779999995,69.38,199,3.08
1305977,apple,computers,2.0,4993.18,5150684.959999994,69.44,200,3.1
1005031,xiaomi,electronics,27.0,4985.13,5155670.089999994,69.51,201,3.11
1004794,xiaomi,electronics,22.0,4901.41,5160571.499999994,69.58,202,3.13
1801691,samsung,electronics,10.0,4879.78,5165451.279999995,69.64,203,3.15
1005108,apple,electronics,4.0,4860.34,5170311.6199999945,69.71,204,3.16
5000487,janome,appliances,4.0,4833.21,5175144.8299999945,69.77,205,3.18
1005067,samsung,electronics,4.0,4800.07,5179944.899999995,69.84,206,3.19
1005123,apple,electronics,4.0,4753.24,5184698.139999995,69.9,207,3.21
1003800,apple,electronics,6.0,4676.26,5189374.399999995,69.97,208,3.22
2702277,lg,appliances,10.0,4663.52,5194037.919999994,70.03,209,3.24
1801940,haier,electronics,20.0,4619.93,5198657.849999994,70.09,210,3.25
26300354,lucente,unknown,6.0,4577.72,5203235.569999994,70.15,211,3.27
8500141,navien,unknown,7.0,4567.11,5207802.679999994,70.21,212,3.29
5100610,apple,electronics,14.0,4527.24,5212329.919999994,70.28,213,3.3
1004749,samsung,electronics,23.0,4507.65,5216837.569999995,70.34,214,3.32
1004433,samsung,electronics,17.0,4500.24,5221337.809999995,70.4,215,3.33
1005245,apple,electronics,6.0,4476.94,5225814.749999995,70.46,216,3.35
1801897,samsung,electronics,4.0,4427.28,5230242.029999996,70.52,217,3.36
1005215,samsung,electronics,3.0,4374.3,5234616.329999995,70.58,218,3.38
1004777,xiaomi,electronics,32.0,4349.36,5238965.689999996,70.63,219,3.39
5100575,apple,electronics,10.0,4333.76,5243299.4499999955,70.69,220,3.41
2702347,lg,appliances,8.0,4331.04,5247630.489999996,70.75,221,3.42
5100576,apple,electronics,10.0,4322.71,5251953.1999999955,70.81,222,3.44
1307366,lenovo,computers,17.0,4300.2,5256253.399999996,70.87,223,3.46
1005008,xiaomi,electronics,45.0,4267.87,5260521.269999996,70.93,224,3.47
1306952,apple,computers,2.0,4249.78,5264771.049999996,70.98,225,3.49
1005021,oppo,electronics,11.0,4246.86,5269017.909999996,71.04,226,3.5
1802037,lg,electronics,14.0,4215.78,5273233.689999997,71.1,227,3.52
26300189,lucente,unknown,12.0,4213.2,5277446.889999997,71.15,228,3.53
26300190,lucente,unknown,11.0,4190.56,5281637.449999996,71.21,229,3.55
1005158,xiaomi,electronics,14.0,4160.4,5285797.849999997,71.27,230,3.56
2700598,indesit,appliances,13.0,4155.13,5289952.979999997,71.32,231,3.58
1005139,apple,electronics,2.0,4144.2,5294097.179999997,71.38,232,3.6
15100383,unknown,unknown,10.0,4128.5,5298225.679999997,71.43,233,3.61
1801854,samsung,electronics,4.0,4058.44,5302284.119999997,71.49,234,3.63
3700926,samsung,appliances,61.0,4057.44,5306341.559999998,71.54,235,3.64
1005209,apple,electronics,9.0,4015.35,5310356.909999997,71.6,236,3.66
3601437,lg,appliances,10.0,4010.42,5314367.329999997,71.65,237,3.67
1002542,apple,electronics,8.0,3909.83,5318277.159999997,71.7,238,3.69
1005062,xiaomi,electronics,21.0,3874.35,5322151.509999997,71.76,239,3.7
1004990,oppo,electronics,16.0,3871.5,5326023.009999997,71.81,240,3.72
15100049,unknown,unknown,5.0,3870.75,5329893.759999997,71.86,241,3.73
1004234,apple,electronics,3.0,3853.29,5333747.049999997,71.91,242,3.75
2701683,beko,appliances,17.0,3827.21,5337574.259999997,71.96,243,3.77
3601405,beko,appliances,21.0,3810.54,5341384.799999997,72.02,244,3.78
3601425,beko,appliances,16.0,3786.64,5345171.439999997,72.07,245,3.8
26300095,lucente,unknown,6.0,3725.22,5348896.659999996,72.12,246,3.81
1005203,xiaomi,electronics,34.0,3717.41,5352614.069999997,72.17,247,3.83
1005070,vivo,electronics,12.0,3706.32,5356320.389999997,72.22,248,3.84
1004235,apple,electronics,3.0,3702.26,5360022.649999997,72.27,249,3.86
1002796,apple,electronics,9.0,3674.65,5363697.299999997,72.32,250,3.87
1003305,apple,electronics,6.0,3670.48,5367367.7799999975,72.37,251,3.89
1201389,apple,electronics,4.0,3638.68,5371006.459999997,72.42,252,3.91
1004241,apple,electronics,3.0,3627.99,5374634.449999997,72.46,253,3.92
1004648,samsung,electronics,6.0,3619.6,5378254.049999997,72.51,254,3.94
22700084,force,unknown,15.0,3608.01,5381862.059999997,72.56,255,3.95
6700922,msi,computers,4.0,3602.68,5385464.7399999965,72.61,256,3.97
1005178,samsung,electronics,4.0,3602.56,5389067.299999996,72.66,257,3.98
1005263,oppo,electronics,5.0,3552.07,5392619.369999996,72.71,258,4.0
1005099,samsung,electronics,25.0,3487.49,5396106.859999997,72.75,259,4.01
1005153,xiaomi,electronics,15.0,3474.6,5399581.459999996,72.8,260,4.03
1005180,samsung,electronics,3.0,3474.15,5403055.609999997,72.85,261,4.04
1004888,samsung,electronics,15.0,3420.68,5406476.289999996,72.89,262,4.06
2700609,indesit,appliances,11.0,3411.96,5409888.249999996,72.94,263,4.08
1307545,lenovo,computers,13.0,3300.54,5413188.789999996,72.98,264,4.09
3700554,karcher,appliances,4.0,3282.13,5416470.919999996,73.03,265,4.11
1800930,sony,electronics,10.0,3275.05,5419745.969999996,73.07,266,4.12
1004133,xiaomi,electronics,23.0,3248.06,5422994.029999996,73.12,267,4.14
1004903,huawei,electronics,29.0,3206.47,5426200.499999995,73.16,268,4.15
4804295,xiaomi,electronics,134.0,3185.6,5429386.099999995,73.2,269,4.17
6701184,palit,computers,9.0,3182.64,5432568.739999995,73.25,270,4.18
1005127,apple,electronics,2.0,3139.48,5435708.219999995,73.29,271,4.2
1004655,samsung,electronics,4.0,3136.39,5438844.609999995,73.33,272,4.22
1480163,acer,computers,5.0,3085.75,5441930.359999995,73.37,273,4.23
5100856,apple,electronics,5.0,3085.59,5445015.949999995,73.41,274,4.25
1801960,haier,electronics,9.0,3062.88,5448078.8299999945,73.45,275,4.26
2701779,samsung,appliances,2.0,3037.34,5451116.169999994,73.5,276,4.28
1004709,huawei,electronics,20.0,3027.5,5454143.669999994,73.54,277,4.29
1004934,vivo,electronics,14.0,3016.3,5457159.969999994,73.58,278,4.31
3601603,lg,appliances,8.0,3009.55,5460169.519999994,73.62,279,4.32
1004225,apple,electronics,3.0,3008.92,5463178.439999994,73.66,280,4.34
1005168,samsung,electronics,14.0,2993.39,5466171.829999994,73.7,281,4.35
1005066,xiaomi,electronics,13.0,2950.98,5469122.809999994,73.74,282,4.37
1004751,samsung,electronics,15.0,2941.64,5472064.449999994,73.78,283,4.39
1802026,samsung,electronics,5.0,2930.66,5474995.109999994,73.82,284,4.4
1004720,huawei,electronics,23.0,2913.56,5477908.669999993,73.86,285,4.42
1305844,dell,computers,2.0,2887.6,5480796.269999993,73.9,286,4.43
17200010,unknown,furniture,3.0,2887.32,5483683.589999993,73.93,287,4.45
2601299,dauscher,unknown,7.0,2882.05,5486565.639999993,73.97,288,4.46
44900071,roland,unknown,2.0,2872.32,5489437.959999993,74.01,289,4.48
1004902,oppo,electronics,5.0,2867.12,5492305.079999994,74.05,290,4.49
4803977,samsung,electronics,26.0,2866.76,5495171.839999993,74.09,291,4.51
1307470,msi,computers,2.0,2840.6,5498012.439999993,74.13,292,4.53
22700078,stels,unknown,16.0,2831.47,5500843.909999993,74.17,293,4.54
1801971,lg,electronics,5.0,2829.88,5503673.789999993,74.2,294,4.56
1004867,xiaomi,electronics,6.0,2823.7,5506497.489999993,74.24,295,4.57
2700618,indesit,appliances,8.0,2797.36,5509294.849999993,74.28,296,4.59
5100857,apple,electronics,5.0,2776.44,5512071.2899999935,74.32,297,4.6
10900181,kitchenaid,appliances,2.0,2767.12,5514838.409999994,74.35,298,4.62
1005006,xiaomi,electronics,32.0,2761.4,5517599.809999994,74.39,299,4.63
4100151,sony,unknown,7.0,2761.03,5520360.839999994,74.43,300,4.65
1002548,apple,electronics,5.0,2750.51,5523111.349999994,74.47,301,4.66
1002535,apple,electronics,4.0,2742.87,5525854.219999994,74.5,302,4.68
1004850,huawei,electronics,4.0,2742.34,5528596.559999994,74.54,303,4.7
1801612,lg,electronics,2.0,2735.11,5531331.669999994,74.58,304,4.71
1800931,sony,electronics,7.0,2735.06,5534066.729999994,74.61,305,4.73
26300200,lucente,unknown,4.0,2711.0,5536777.729999994,74.65,306,4.74
1307054,apple,computers,2.0,2701.23,5539478.959999994,74.69,307,4.76
1480494,acer,computers,3.0,2699.89,5542178.849999994,74.72,308,4.77
2800385,unknown,appliances,8.0,2691.42,5544870.269999994,74.76,309,4.79
4700478,sho-me,auto,19.0,2687.7,5547557.969999994,74.8,310,4.8
5100563,samsung,electronics,10.0,2684.44,5550242.409999995,74.83,311,4.82
1201505,samsung,electronics,17.0,2683.35,5552925.759999994,74.87,312,4.83
1480393,lenovo,computers,3.0,2683.32,5555609.0799999945,74.9,313,4.85
1307056,apple,computers,2.0,2677.04,5558286.1199999945,74.94,314,4.87
3600937,samsung,appliances,8.0,2674.0,5560960.1199999945,74.98,315,4.88
1004239,apple,electronics,2.0,2663.87,5563623.989999995,75.01,316,4.9
1005004,huawei,electronics,11.0,2662.9,5566286.889999995,75.05,317,4.91
15100229,unknown,unknown,3.0,2661.06,5568947.949999995,75.08,318,4.93
1004886,oppo,electronics,19.0,2659.86,5571607.809999995,75.12,319,4.94
1005230,apple,electronics,3.0,2650.9,5574258.709999995,75.16,320,4.96
1801922,samsung,electronics,2.0,2650.72,5576909.429999995,75.19,321,4.97
2702331,lg,appliances,5.0,2648.95,5579558.379999995,75.23,322,4.99
8500131,navien,unknown,5.0,2642.96,5582201.339999995,75.26,323,5.01
1005164,xiaomi,electronics,9.0,2642.29,5584843.629999995,75.3,324,5.02
1004956,xiaomi,electronics,7.0,2630.63,5587474.259999995,75.33,325,5.04
15700176,bts,unknown,11.0,2624.57,5590098.829999995,75.37,326,5.05
15100147,lider,unknown,6.0,2623.86,5592722.689999996,75.4,327,5.07
1003965,samsung,electronics,4.0,2622.44,5595345.129999996,75.44,328,5.08
2701657,beko,appliances,11.0,2620.99,5597966.119999996,75.48,329,5.1
3700779,xiaomi,appliances,9.0,2619.05,5600585.169999996,75.51,330,5.11
1801581,yasin,electronics,7.0,2618.66,5603203.829999996,75.55,331,5.13
8500137,navien,unknown,5.0,2602.52,5605806.349999996,75.58,332,5.14
12703015,cordiant,unknown,60.0,2599.04,5608405.389999996,75.62,333,5.16
5100719,samsung,electronics,17.0,2577.07,5610982.459999996,75.65,334,5.18
1307275,msi,computers,1.0,2574.04,5613556.499999996,75.69,335,5.19
1801658,sony,electronics,1.0,2574.04,5616130.539999996,75.72,336,5.21
3601127,haier,appliances,8.0,2573.84,5618704.379999996,75.75,337,5.22
1802039,sony,electronics,1.0,2573.45,5621277.829999996,75.79,338,5.24
3700766,samsung,appliances,19.0,2571.2,5623849.029999997,75.82,339,5.25
6000094,starline,auto,21.0,2570.64,5626419.669999996,75.86,340,5.27
2800431,unknown,appliances,8.0,2569.92,5628989.589999996,75.89,341,5.28
1005284,samsung,electronics,1.0,2562.49,5631552.079999996,75.93,342,5.3
1801908,samsung,electronics,3.0,2532.06,5634084.139999996,75.96,343,5.32
1005002,huawei,electronics,10.0,2513.03,5636597.169999996,76.0,344,5.33
1801904,samsung,electronics,5.0,2511.63,5639108.799999996,76.03,345,5.35
1801860,kivi,electronics,13.0,2511.38,5641620.179999996,76.06,346,5.36
26400194,unknown,unknown,10.0,2504.6,5644124.779999996,76.1,347,5.38
1801537,haier,electronics,7.0,2503.79,5646628.569999996,76.13,348,5.39
1307336,asus,computers,7.0,2498.56,5649127.129999995,76.17,349,5.41
26300107,lucente,unknown,3.0,2496.6,5651623.729999995,76.2,350,5.42
5100884,garmin,electronics,2.0,2495.38,5654119.109999995,76.23,351,5.44
1307188,hp,computers,11.0,2488.17,5656607.279999995,76.27,352,5.45
1201396,apple,electronics,2.0,2470.6,5659077.879999994,76.3,353,5.47
1480499,apple,computers,1.0,2470.59,5661548.469999994,76.33,354,5.49
4700549,neoline,auto,15.0,2469.46,5664017.929999994,76.37,355,5.5
1004944,samsung,electronics,3.0,2444.46,5666462.389999994,76.4,356,5.52
15100008,bts,unknown,5.0,2443.95,5668906.339999994,76.43,357,5.53
1005114,apple,electronics,2.0,2437.72,5671344.059999994,76.46,358,5.55
7006248,bumbleride,kids,7.0,2436.63,5673780.689999994,76.5,359,5.56
1500258,epson,computers,9.0,2435.57,5676216.259999994,76.53,360,5.58
1005069,vivo,electronics,8.0,2432.22,5678648.479999994,76.56,361,5.59
1307004,lenovo,computers,8.0,2395.1,5681043.579999994,76.6,362,5.61
